X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
33156,Italy,"A blend of 50% Sangiovese, 20% Merlot, 20% Petit Verdot and 10% Syrah, this simple red opens with aromas of fresh violets, red berries and a whiff of spice. The brisk palate offers black cherries, a note of white pepper and a hint of sage alongside tangy acidity and loose-knit tannins.",Elacaia,85,15,Tuscany,Toscana,NA,Kerin O’Keefe,@kerinokeefe,I Veroni 2013 Elacaia Red (Toscana),Red Blend,I Veroni
49570,Italy,La Gerla delivers a soft and succulent texture with rich tones of milk chocolate and fudge behind layers of cherry and wild berry. The plush and rich nature of this wine sets it apart and this Brunello is long-lasting and caressing on the close with bright tones of cherry and vanilla.,NA,91,42,Tuscany,Brunello di Montalcino,NA,NA,NA,La Gerla 2004  Brunello di Montalcino,Sangiovese Grosso,La Gerla
95038,US,"This reserve-level wine shows extra concentration, though it comes with a slightly chalky mouthfeel. Raspberry and cherry fruit flavors are set against stiff, drying acids, and seem a bit blocky. Think of it as a chunky style of Pinot Noir, and pair it with a fat-inflected filet of wild caught salmon.",Janus,89,38,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Brooks 2014 Janus Pinot Noir (Willamette Valley),Pinot Noir,Brooks
126708,France,"This late-harvest Gewürztraminer boasts hints of dried apricot on the nose to go along with scents of pineapple and spice. It's a gingery-peppery spice note that persists through the palate and onto the finish, joined by ripe pear flavors. Because it's not that sweet or concentrated, this would be a good candidate to pair with foie gras or cheese rather than a true dessert.",Vendanges Tardives,87,45,Alsace,Alsace,NA,Joe Czerwinski,@JoeCz,Lucien Albrecht 2001 Vendanges Tardives Gewurztraminer (Alsace),Gewürztraminer,Lucien Albrecht
127158,US,A simple Pinot Noir that was a little sweet and spritzy. Tastes like carbonated raspberry soda.,NA,82,40,California,Russian River Valley,Sonoma,NA,NA,B.R. Cohn 2009 Pinot Noir (Russian River Valley),Pinot Noir,B.R. Cohn
120500,Argentina,Not much fruit shows up on the bouquet but there is a bland sense of vanilla and cookies. Feels heavy but with adequate citric acidity. Tastes monotone and lemony.,NA,83,8,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Casa de Campo 2011 Torrontés (Mendoza),Torrontés,Casa de Campo
86758,US,"This classic, bone-dry Riesling is sourced from almost 40-year-old vines. Made with native yeast, fermented in stainless tanks, and not put through secondary fermentation, it's an acid lover's wine. Aromatic and textural, it brings citrus, yellow plum and green pineapple into focus, with penetrating tartness.",Antsy Pants,92,30,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Love & Squalor 2012 Antsy Pants Riesling (Willamette Valley),Riesling,Love & Squalor
125024,Spain,"A little fiery and rubbery on the nose, but mostly you get driving red fruit notes. The palate is tight and minimal, with dry spice and strawberry/raspberry flavors. Fresh and acidic at the end, with crispness on the way out.",NA,85,10,Central Spain,Valdepeñas,NA,Michael Schachner,@wineschach,Bonal 2009 Tempranillo (Valdepeñas),Tempranillo,Bonal
88461,France,The nose does not want to give away much. However the palate shows fresh apple notes livened by some freshness. Drink soon while aromas last.,Rayon de Lune,85,22,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Domaine Charles Frey 2014 Rayon de Lune Pinot Blanc (Alsace),Pinot Blanc,Domaine Charles Frey
78543,Chile,"Compact and dense on the nose, this Merlot is in good shape from head to toe. Dark berry and spice aromas hold up to airing. This is full on the palate, with spicy, baked berry flavors. Barrel contact brings a strong savory spice element on the finish.",Gran Reserva de Los Andes,89,15,Maipo Valley,NA,NA,Michael Schachner,@wineschach,Santa Alicia 2012 Gran Reserva de Los Andes Merlot (Maipo Valley),Merlot,Santa Alicia
104773,US,"Tight and sulky right now, showing little more than earth and minerals on the nose. Later, it opens up to reveal apple and pear fruit along with some oily flavors. Finishes with citrus and green apple. Hang out the “Do Not Disturb” sign; this crisp, flavorful Chard could use another year or two of cellaring.",Ciardella Vineyard,87,43,California,Santa Cruz Mountains,Central Coast,Joe Czerwinski,@JoeCz,Thunder Mountain 1999 Ciardella Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thunder Mountain
61362,US,"Restrained in aromatics, this is a ripe, round and soft ZIn with a Port-like personality, streaks of cedar through the mid-palate and a touch of heat on the finish.",Old Vine,83,15,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Villa Toscano 2010 Old Vine Zinfandel (Shenandoah Valley (CA)),Zinfandel,Villa Toscano
68690,Portugal,"This is a beautifully perfumed wine, with violets and ripe juicy black fruits. It has a concentrated firm structure that puts the fruitiness on a pedestal and gives it shape and intensity. The wine, named by the Danish and American owners after Denmark's literary legend, Hans Christian Andersen, is ready to drink.",Homenagem a Hans Christian Andersen,92,75,Alentejano,NA,NA,Roger Voss,@vossroger,Cortes de Cima 2012 Homenagem a Hans Christian Andersen Syrah (Alentejano),Syrah,Cortes de Cima
105249,Germany,"Nuances of bramble and grain lend earthy complexity to this otherwise deeply fruity Riesling. Lemon-lime acidity pierces the midpalate, cutting through layers of ripe yellow-cherry and even berry flavors. The finish is lip smackingly sweet. Drink now.",Wehlener Sonnenuhr Kabinett Grosse Lage,90,26,Mosel,NA,NA,Anna Lee C. Iijima,NA,S.A. Prüm 2012 Wehlener Sonnenuhr Kabinett Grosse Lage Riesling (Mosel),Riesling,S.A. Prüm
57087,Italy,"Fragrant and elegant, this vibrant wine has aromas of crushed violet and spice. The creamy palate doles out juicy wild strawberry, raspberry and cake spice alongside zesty acidity.",Vecchia Modena Premium,90,16,Central Italy,Lambrusco di Sorbara,NA,Kerin O’Keefe,@kerinokeefe,Cleto Chiarli 2013 Vecchia Modena Premium  (Lambrusco di Sorbara),Lambrusco di Sorbara,Cleto Chiarli
39688,Italy,"This stunning white opens with aromas that recall white wild flower, orchard fruit and heady scents of eucalyptus and dried herb. The rich palate delivers white peach, ripe pear, wild rosemary, thyme, flinty mineral and ginger. Fresh acidity frames the juicy fruit flavors while an almond note backs up the finish.",NA,93,47,Sicily & Sardinia,Isola dei Nuraghi,NA,Kerin O’Keefe,@kerinokeefe,Capichera 2013 Vermentino (Isola dei Nuraghi),Vermentino,Capichera
100641,US,"From the vineyard Ken Brown planted after a decade of experiments comes this complex wine, whose nose blends sour cherry, pine bark, black clove and pepper. It's lithe and bouncy on the palate, yet deeply flavorful too, with stewed raspberry flavors and a good tannic structure.",Garey Vineyard,92,50,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Ken Brown 2012 Garey Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Ken Brown
29330,Portugal,"Mint and eucalyptus aromas set the scene for a wine that is polished and sophisticated. It has firm tannins and balanced acidity that are well integrated into the flavors of berry fruit and wood. The wine is impressive, likely to age for 2–3 years or more.",Muge Vingas Velhas,92,NA,Tejo,NA,NA,Roger Voss,@vossroger,Quinta do Casal Branco 2009 Muge Vingas Velhas Red (Tejo),Portuguese Red,Quinta do Casal Branco
34152,Argentina,"A bit herbal and brambly, with baked, earthy red fruit aromas. Modest raspberry flavors are mostly what you get off the narrow palate, and the finish follows suit as it fades out with a tight, herbal character. Rudimentary Cabernet.",NA,84,12,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Avenue 2007 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Avenue
2234,Italy,"This Brunello delivers an intense and complex bouquet featuring beautifully integrated aromas of dark fruit, spice, leather and tobacco. Tight tannins promise a long future ahead.",Riserva,94,65,Tuscany,Brunello di Montalcino,NA,NA,NA,Mocali 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Mocali
93964,US,"This blend of Sangiovese and Cabernet Sauvignon is clumsy. Although it's dry, it shows an unpleasantly green, minty sharpness to the cherry and cocoa fruit flavors. Drink now.",Il Granaio,83,28,California,Dry Creek Valley,Sonoma,NA,NA,Peterson 2006 Il Granaio Red (Dry Creek Valley),Red Blend,Peterson
41582,France,"Considering the relatively light nature of the vintage, this wine has been overmanipulated. Hard tannins and a bitter chocolate flavor are all too much for the fruit. A gentler approach would have been better.",NA,86,35,Bordeaux,Saint-Émilion,NA,Roger Voss,@vossroger,Château du Parc 2013  Saint-Émilion,Bordeaux-style Red Blend,Château du Parc
124985,France,"A wine that shows the more friendly, less powerful side of Malbec. A ripe, fruity wine, dominated by its black currant flavors, the juiciness running through the tight, mineral character.",La Fourmi,87,NA,Southwest France,Cahors,NA,Roger Voss,@vossroger,Clos Troteligotte 2004 La Fourmi Malbec (Cahors),Malbec,Clos Troteligotte
55085,US,"You could almost classify this as a dessert wine because it's frankly off-dry. But strong, mouthwatering acidity restrains and balances the sugariness. The wine is a blend of Riesling, Gewürztraminer and Pinot Gris. It's a great summer wine.",NA,86,16,California,Central Coast,Central Coast,NA,NA,Claiborne & Churchill 2012 Edelzwicker (Central Coast),Edelzwicker,Claiborne & Churchill
47163,US,"This is a huge, complex wine, filled with currant, cocoa and dried herb flavors wrapped into dusty tannins. It's dry, elegant and even ageworthy. The richness is balanced by crisp acidity, like a squirt of lime juice that makes the dark fruit dance. Drink now–2017.",LPF,92,60,California,Paso Robles,Central Coast,NA,NA,The Farm Winery 2009 LPF Cabernet Sauvignon-Cabernet Franc (Paso Robles),Cabernet Sauvignon-Cabernet Franc,The Farm Winery
20131,France,This is a wine that has tannins as well as crisp red-currant fruit. It is lightly textured with a bright shot of acidity. The aftertaste is fresh and lively.,Special Selection,84,NA,Beaujolais,Beaujolais,NA,Roger Voss,@vossroger,Jean-Claude Debeaune 2015 Special Selection  (Beaujolais),Gamay,Jean-Claude Debeaune
42902,Australia,"Tastes highly confected, with strawberry and raspberry aromas and flavors that come across almost like bubble gum or cotton candy. Dissappointing.",NA,81,18,South Australia,McLaren Vale,NA,Joe Czerwinski,@JoeCz,RockBare 2007 Shiraz (McLaren Vale),Shiraz,RockBare
59579,US,"Whole cluster fermented in stainless steel, this is big and spicy, with a lovely textural impact. The aromas and flavors run to honeyed pears and very ripe apples; the finish is resonant and surprisingly mature for a 2009. Drink up.",NA,87,14,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2009 Pinot Gris (Willamette Valley),Pinot Gris,Spindrift Cellars
43117,US,"Showing ripe peach, pineapple and honeysuckle flavors, this Chard, from the cooler southern part of the valley, is balanced with crisp acidity. Oak plays a prominent role, offering spicy crème brûlée complexities.",NA,87,24,California,Yountville,Napa,NA,NA,Liparita 2006 Chardonnay (Yountville),Chardonnay,Liparita
70700,France,"Some wood aging has given this wine its smooth texture and light eucalyptus character. It has also give the fruit extra richness and depth. The black-currant flavors are rich, lifted by balanced acidity. This is going to be a delicious wine from early 2017.",NA,87,13,Bordeaux,Bordeaux Supérieur,NA,Roger Voss,@vossroger,Château Meillier 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Meillier
84151,France,"This is crisp with a steely edge. From a single vineyard, it is a blend that is dominated by Chardonnay, the wine is tight with a texture that suggests it needs to age in the bottle. There is plenty of fruit but it just needs to soften.",Les Pêcherines Premier Cru Prestige Brut,89,46,Champagne,Champagne,NA,Roger Voss,@vossroger,Duménil NV Les Pêcherines Premier Cru Prestige Brut  (Champagne),Champagne Blend,Duménil
90990,US,"A beautiful, soft and likeable Pinot Noir, with considerable complexity. Shows waves of black cherries, red currants, cola, mocha, bacon, licorice and sandalwood flavors that finish in a swirl of dusty spices. Dry and silky, this Pinot is drinking well now, and should hold over the next six years.",Quail Hill Vineyard,93,60,California,Russian River Valley,Sonoma,NA,NA,Lynmar 2007 Quail Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lynmar
83806,Spain,"Ripe, earthy aromas of prune, blackberry, baking spices and barnyard set up a rich yet balanced palate with mild tannins and integrated acidity. Flavors of blackberry, cassis and hoisin sauce end with meaty, spicy notes akin to barbecued ribs. Drink now through 2022.",La Mala,93,140,Northern Spain,Ribera del Duero,NA,Michael Schachner,@wineschach,Dominio de Atauta 2010 La Mala  (Ribera del Duero),Tinto Fino,Dominio de Atauta
78030,France,"This Chardonnay is a world-class wine available at a fraction of the cost of other excellent French examples. It boasts soft wood accents to the ripe yellow apple, pear and spiced orange tones, with zippy acidity and a mineral streak that lend freshness to the medium-weight palate. It's a layered, complex wine that will evolve well through 2022.",Odyssée,90,18,Languedoc-Roussillon,Limoux,NA,Lauren Buzzeo,@laurbuzz,Château Rives-Blanques 2015 Odyssée Chardonnay (Limoux),Chardonnay,Château Rives-Blanques
43737,US,"This Pinot Noir and Chardonnay blend is a little rough in the mouth, with scoury bubbles. It's rich and ripe in raspberries, strawberries and limes, with a yeasty edge and plenty of acidity. Ready to drink now.",Classic Vintage Brut,88,38,California,Green Valley,Sonoma,NA,NA,Iron Horse 2008 Classic Vintage Brut Sparkling (Green Valley),Sparkling Blend,Iron Horse
